"binomial","fb_name"
"Micromesistius australis","Micromesistius australis"
"Micromesistius poutassou","Micromesistius poutassou"
"Micropogonias altipinnis","Micropogonias altipinnis"
"Micropogonias furnieri","Micropogonias furnieri"
"Micropogonias undulatus","Micropogonias undulatus"
"Microspathodon bairdii","Microspathodon bairdii"
"Microspathodon chrysurus","Microspathodon chrysurus"
"Microspathodon dorsalis","Microspathodon dorsalis"
"Microstomus kitt","Microstomus kitt"
"Microstomus pacificus","Microstomus pacificus"
"Miichthys miiuy","Miichthys miiuy"
"Mobula alfredi","Mobula alfredi"
"Mobula birostris","Mobula birostris"
"Mobula japanica","Mobula japanica"
"Mobula mobular","Mobula mobular"
"Mobula thurstoni","Mobula thurstoni"
"Mola mola","Mola mola"
"Molva dypterygia","Molva dypterygia"
"Molva macrophthalma","Molva macrophthalma"
"Molva molva","Molva molva"
"Monacanthus chinensis","Monacanthus chinensis"
"Monacanthus ciliatus","Monacanthus ciliatus"
"Monacanthus tuckeri","Monacanthus tuckeri"
"Monocentris japonica","Monocentris japonica"
"Monodactylus argenteus","Monodactylus argenteus"
"Monodactylus falciformis","Monodactylus falciformis"
"Monotaxis grandoculis","Monotaxis grandoculis"
"Monotaxis heterodon","Monotaxis heterodon"
"Mora moro","Mora moro"
"Moringua edwardsi","Moringua edwardsi"
"Moringua ferruginea","Moringua ferruginea"
"Moringua javanica","Moringua javanica"
"Moringua microchir","Moringua microchir"
"Morone americana","Morone americana"
"Morone saxatilis","Morone saxatilis"
"Mugil cephalus","Mugil cephalus"
"Mugil curema","Mugil curema"
"Mugil galapagensis","Mugil galapagensis"
"Mugil incilis","Mugil incilis"
"Mugil liza","Mugil liza"
"Mugil trichodon","Mugil trichodon"
"Mulloidichthys dentatus","Mulloidichthys dentatus"
"Mulloidichthys flavolineatus","Mulloidichthys flavolineatus"
"Mulloidichthys martinicus","Mulloidichthys martinicus"
"Mulloidichthys mimicus","Mulloidichthys mimicus"
"Mulloidichthys pfluegeri","Mulloidichthys pfluegeri"
"Mulloidichthys vanicolensis","Mulloidichthys vanicolensis"
"Mullus argentinae","Mullus argentinae"
"Mullus barbatus barbatus","Mullus barbatus"
"Mullus surmuletus","Mullus surmuletus"
"Muraena argus","Muraena argus"
"Muraena augusti","Muraena augusti"
"Muraena clepsydra","Muraena clepsydra"
"Muraena helena","Muraena helena"
"Muraena lentiginosa","Muraena lentiginosa"
"Muraenesox cinereus","Muraenesox cinereus"
"Muraenichthys schultzei","Muraenichthys schultzei"
"Muraenolepis marmorata","Muraenolepis marmorata"
"Muraenolepis microps","Muraenolepis microps"
"Mustelus antarcticus","Mustelus antarcticus"
"Mustelus asterias","Mustelus asterias"
"Mustelus lenticulatus","Mustelus lenticulatus"
"Mustelus mustelus","Mustelus mustelus"
"Mustelus schmitti","Mustelus schmitti"
"Mycteroperca acutirostris","Mycteroperca acutirostris"
"Mycteroperca bonaci","Mycteroperca bonaci"
"Mycteroperca fusca","Mycteroperca fusca"
"Mycteroperca interstitialis","Mycteroperca interstitialis"
"Mycteroperca microlepis","Mycteroperca microlepis"
"Mycteroperca olfax","Mycteroperca olfax"
"Mycteroperca phenax","Mycteroperca phenax"
"Mycteroperca prionura","Mycteroperca prionura"
"Mycteroperca rosacea","Mycteroperca rosacea"
"Mycteroperca rubra","Mycteroperca rubra"
"Mycteroperca tigris","Mycteroperca tigris"
"Mycteroperca venenosa","Mycteroperca venenosa"
"Mycteroperca xenarcha","Mycteroperca xenarcha"
"Myliobatis aquila","Myliobatis aquila"
"Myliobatis australis","Myliobatis australis"
"Myliobatis californica","Myliobatis californica"
"Myliobatis tenuicaudatus","Myliobatis tenuicaudatus"
"Myoxocephalus aenaeus","Myoxocephalus aenaeus"
"Myoxocephalus octodecemspinosus","Myoxocephalus octodecemspinosus"
"Myoxocephalus quadricornis","Myoxocephalus quadricornis"
"Myoxocephalus scorpius","Myoxocephalus scorpius"
"Myoxocephalus stelleri","Myoxocephalus stelleri"
"Myrichthys breviceps","Myrichthys breviceps"
"Myrichthys colubrinus","Myrichthys colubrinus"
"Myrichthys maculosus","Myrichthys maculosus"
"Myrichthys ocellatus","Myrichthys ocellatus"
"Myrichthys tigrinus","Myrichthys tigrinus"
"Myripristis adusta","Myripristis adusta"
"Myripristis amaena","Myripristis amaena"
"Myripristis berndti","Myripristis berndti"
"Myripristis botche","Myripristis botche"
"Myripristis chryseres","Myripristis chryseres"
"Myripristis earlei","Myripristis earlei"
"Myripristis hexagona","Myripristis hexagona"
"Myripristis jacobus","Myripristis jacobus"
"Myripristis kochiensis","Myripristis kochiensis"
"Myripristis kuntee","Myripristis kuntee"
"Myripristis leiognathus","Myripristis leiognathus"
"Myripristis murdjan","Myripristis murdjan"
"Myripristis pralinia","Myripristis pralinia"
"Myripristis randalli","Myripristis randalli"
"Myripristis tiki","Myripristis tiki"
"Myripristis violacea","Myripristis violacea"
"Myripristis vittata","Myripristis vittata"
"Myripristis woodsi","Myripristis woodsi"
"Myrophis punctatus","Myrophis punctatus"
"Myxine glutinosa","Myxine glutinosa"
"Myxus elongatus","Myxus elongatus"
"Nannosalarias nativitatis","Nannosalarias nativitatis"
"Narcine brasiliensis","Narcine brasiliensis"
"Naso annulatus","Naso annulatus"
"Naso brachycentron","Naso brachycentron"
"Naso brevirostris","Naso brevirostris"
"Naso caeruleacauda","Naso caeruleacauda"
"Naso caesius","Naso caesius"
"Naso elegans","Naso elegans"
"Naso fageni","Naso fageni"
"Naso hexacanthus","Naso hexacanthus"
"Naso lituratus","Naso lituratus"
"Naso lopezi","Naso lopezi"
"Naso maculatus","Naso maculatus"
"Naso minor","Naso minor"
"Naso thynnoides","Naso thynnoides"
"Naso tonganus","Naso tonganus"
"Naso tuberosus","Naso tuberosus"
"Naso unicornis","Naso unicornis"
"Naso vlamingii","Naso vlamingii"
"Naucrates ductor","Naucrates ductor"
"Neamia octospina","Neamia octospina"
"Neatypus obliquus","Neatypus obliquus"
"Nebris microps","Nebris microps"
"Nebrius ferrugineus","Nebrius ferrugineus"
"Nectamia bandanensis","Nectamia bandanensis"
"Nectamia fusca","Nectamia fusca"
"Nectamia luxuria","Nectamia luxuria"
"Nectamia savayensis","Nectamia savayensis"
"Nectamia similis","Nectamia similis"
"Nectamia viria","Nectamia viria"
"Negaprion acutidens","Negaprion acutidens"
"Negaprion brevirostris","Negaprion brevirostris"
"Nelusetta ayraud","Nelusetta ayraud"
"Nemadactylus bergi","Nemadactylus bergi"
"Nemadactylus douglasii","Nemadactylus douglasii"
"Nemadactylus macropterus","Nemadactylus macropterus"
"Nemadactylus monodactylus","Nemadactylus monodactylus"
"Nemadactylus valenciennesi","Nemadactylus valenciennesi"
"Nemanthias carberryi","Nemanthias carberryi"
"Nematalosa nasus","Nematalosa nasus"
"Nemateleotris decora","Nemateleotris decora"
"Nemateleotris magnifica","Nemateleotris magnifica"
"Nematistius pectoralis","Nematistius pectoralis"
"Nemichthys scolopaceus","Nemichthys scolopaceus"
"Nemipterus bipunctatus","Nemipterus bipunctatus"
"Nemipterus furcosus","Nemipterus furcosus"
"Nemipterus japonicus","Nemipterus japonicus"
"Nemipterus randalli","Nemipterus randalli"
"Nemipterus virgatus","Nemipterus virgatus"
"Nemipterus zysron","Nemipterus zysron"
"Nemoossis belloci","Nemoossis belloci"
"Neocirrhites armatus","Neocirrhites armatus"
"Neocyttus rhomboidalis","Neocyttus rhomboidalis"
"Neoditrema ransonnetii","Neoditrema ransonnetii"
"Neoglyphidodon bonang","Neoglyphidodon bonang"
"Neoglyphidodon carlsoni","Neoglyphidodon carlsoni"
"Neoglyphidodon crossi","Neoglyphidodon crossi"
"Neoglyphidodon melas","Neoglyphidodon melas"
"Neoglyphidodon nigroris","Neoglyphidodon nigroris"
"Neoglyphidodon oxyodon","Neoglyphidodon oxyodon"
"Neoglyphidodon polyacanthus","Neoglyphidodon polyacanthus"
"Neoglyphidodon thoracotaeniatus","Neoglyphidodon thoracotaeniatus"
"Neomyxus leuciscus","Neomyxus leuciscus"
"Neoniphon argenteus","Neoniphon argenteus"
"Neoniphon aurolineatus","Neoniphon aurolineatus"
"Neoniphon marianus","Neoniphon marianus"
"Neoniphon opercularis","Neoniphon opercularis"
"Neoniphon sammara","Neoniphon sammara"
"Neoodax balteatus","Neoodax balteatus"
"Neopagetopsis ionah","Neopagetopsis ionah"
"Neopomacentrus anabatoides","Neopomacentrus anabatoides"
"Neopomacentrus azysron","Neopomacentrus azysron"
"Neopomacentrus bankieri","Neopomacentrus bankieri"
"Neopomacentrus cyanomos","Neopomacentrus cyanomos"
"Neopomacentrus filamentosus","Neopomacentrus filamentosus"
"Neopomacentrus metallicus","Neopomacentrus metallicus"
"Neopomacentrus miryae","Neopomacentrus miryae"
"Neopomacentrus nemurus","Neopomacentrus nemurus"
"Neopomacentrus taeniurus","Neopomacentrus taeniurus"
"Neopomacentrus violascens","Neopomacentrus violascens"
"Neosebastes bougainvillii","Neosebastes bougainvillii"
"Neosebastes incisipinnis","Neosebastes incisipinnis"
"Neosebastes nigropunctatus","Neosebastes nigropunctatus"
"Neosebastes pandus","Neosebastes pandus"
"Neosebastes scorpaenoides","Neosebastes scorpaenoides"
"Neosynchiropus ocellatus","Neosynchiropus ocellatus"
"Neotrygon kuhlii","Neotrygon kuhlii"
"Neotrygon ningalooensis","Neotrygon ningalooensis"
"Nes longus","Nes longus"
"Nesogobius hinsbyi","Nesogobius hinsbyi"
"Nesogobius pulchellus","Nesogobius pulchellus"
"Netuma thalassina","Netuma thalassina"
"Nexilosus latifrons","Nexilosus latifrons"
"Nezumia aequalis","Nezumia aequalis"
"Nibea albiflora","Nibea albiflora"
"Nibea mitsukurii","Nibea mitsukurii"
"Nicholsina denticulata","Nicholsina denticulata"
"Nicholsina usta","Nicholsina usta"
"Niphon spinosus","Niphon spinosus"
"Norfolkia brachylepis","Norfolkia brachylepis"
"Norfolkia squamiceps","Norfolkia squamiceps"
"Norfolkia thomasi","Norfolkia thomasi"
"Normanichthys crockeri","Normanichthys crockeri"
"Notacanthus chemnitzii","Notacanthus chemnitzii"
"Notarius grandicassis","Notarius grandicassis"
"Notocirrhitus splendens","Notocirrhitus splendens"
"Notoclinops caerulepunctus","Notoclinops caerulepunctus"
"Notoclinops segmentatus","Notoclinops segmentatus"
"Notoclinops yaldwyni","Notoclinops yaldwyni"
"Notoclinus fenestratus","Notoclinus fenestratus"
"Notolabrus celidotus","Notolabrus celidotus"
"Notolabrus cinctus","Notolabrus cinctus"
"Notolabrus fucicola","Notolabrus fucicola"
"Notolabrus gymnogenis","Notolabrus gymnogenis"
"Notolabrus inscriptus","Notolabrus inscriptus"
"Notolabrus parilus","Notolabrus parilus"
"Notolabrus tetricus","Notolabrus tetricus"
"Notolepis annulata","Notolepis annulata"
"Notophycis marginata","Notophycis marginata"
"Notopogon lilliei","Notopogon lilliei"
"Notorynchus cepedianus","Notorynchus cepedianus"
"Notothenia coriiceps","Notothenia coriiceps"
"Notothenia neglecta","Notothenia neglecta"
"Notothenia rossii","Notothenia rossii"
"Nototheniops larseni","Nototheniops larseni"
"Nototheniops nybelini","Nototheniops nybelini"
"Novaculichthys taeniourus","Novaculichthys taeniourus"
"Novaculoides macrolepidotus","Novaculoides macrolepidotus"
"Oblada melanura","Oblada melanura"
"Ocyurus chrysurus","Ocyurus chrysurus"
"Odax cyanoallix","Odax cyanoallix"
"Odax pullus","Odax pullus"
"Odontanthias borbonius","Odontanthias borbonius"
"Odontanthias katayamai","Odontanthias katayamai"
"Odontesthes regia","Odontesthes regia"
"Odontognathus mucronatus","Odontognathus mucronatus"
"Odontoscion dentex","Odontoscion dentex"
"Odontoscion eurymesops","Odontoscion eurymesops"
"Odontoscion xanthops","Odontoscion xanthops"
"Odonus niger","Odonus niger"
"Ogcocephalus cubifrons","Ogcocephalus cubifrons"
"Ogcocephalus darwini","Ogcocephalus darwini"
"Ogcocephalus nasutus","Ogcocephalus nasutus"
"Ogcocephalus parvus","Ogcocephalus parvus"
"Ogcocephalus vespertilio","Ogcocephalus vespertilio"
"Ogilbia cayorum","Ogilbia cayorum"
"Ogilbia jeffwilliamsi","Ogilbia jeffwilliamsi"
"Ogilbyina novaehollandiae","Ogilbyina novaehollandiae"
"Ogilbyina queenslandiae","Ogilbyina queenslandiae"
"Oligoplites refulgens","Oligoplites refulgens"
"Oligoplites saurus","Oligoplites saurus"
"Oligosarcus hepsetus","Oligosarcus hepsetus"
"Olisthops cyanomelas","Olisthops cyanomelas"
"Omegophora armilla","Omegophora armilla"
"Omegophora cyanopunctata","Omegophora cyanopunctata"
"Omobranchus germaini","Omobranchus germaini"
"Omobranchus obliquus","Omobranchus obliquus"
"Omobranchus rotundiceps","Omobranchus rotundiceps"
"Oncorhynchus gorbuscha","Oncorhynchus gorbuscha"
"Oncorhynchus keta","Oncorhynchus keta"
"Oncorhynchus kisutch","Oncorhynchus kisutch"
"Oncorhynchus masou","Oncorhynchus masou"
"Oncorhynchus mykiss","Oncorhynchus mykiss"
"Oncorhynchus nerka","Oncorhynchus nerka"
"Oncorhynchus tshawytscha","Oncorhynchus tshawytscha"
"Ophichthus cephalozona","Ophichthus cephalozona"
"Ophidion holbrookii","Ophidion holbrookii"
"Ophioblennius atlanticus","Ophioblennius atlanticus"
"Ophioblennius macclurei","Ophioblennius macclurei"
"Ophioblennius steindachneri","Ophioblennius steindachneri"
"Ophiodon elongatus","Ophiodon elongatus"
"Ophthalmolepis lineolata","Ophthalmolepis lineolata"
"Opisthocentrus ocellatus","Opisthocentrus ocellatus"
"Opisthocentrus tenuis","Opisthocentrus tenuis"
"Opisthocentrus zonope","Opisthocentrus zonope"
"Opisthonema libertate","Opisthonema libertate"
"Opisthonema oglinum","Opisthonema oglinum"
"Opistognathus aurifrons","Opistognathus aurifrons"
"Opistognathus darwiniensis","Opistognathus darwiniensis"
"Opistognathus macrognathus","Opistognathus macrognathus"
"Opistognathus maxillosus","Opistognathus maxillosus"
"Opistognathus papuensis","Opistognathus papuensis"
"Opistognathus randalli","Opistognathus randalli"
"Opistognathus whitehursti","Opistognathus whitehursti"
"Oplegnathus conwayi","Oplegnathus conwayi"
"Oplegnathus fasciatus","Oplegnathus fasciatus"
"Oplegnathus insignis","Oplegnathus insignis"
"Oplegnathus punctatus","Oplegnathus punctatus"
"Oplopomus oplopomus","Oplopomus oplopomus"
"Opsanus pardus","Opsanus pardus"
"Opsanus tau","Opsanus tau"
"Optivus agastos","Optivus agastos"
"Optivus elongatus","Optivus elongatus"
"Orcynopsis unicolor","Orcynopsis unicolor"
"Orectolobus halei","Orectolobus halei"
"Orectolobus maculatus","Orectolobus maculatus"
"Orectolobus ornatus","Orectolobus ornatus"
"Orectolobus wardi","Orectolobus wardi"
"Oreochromis mossambicus","Oreochromis mossambicus"
"Orthonopias triacis","Orthonopias triacis"
"Orthopristis chrysoptera","Orthopristis chrysoptera"
"Orthopristis forbesi","Orthopristis forbesi"
"Orthopristis ruber","Orthopristis rubra"
"Osmerus eperlanus","Osmerus eperlanus"
"Osmerus mordax","Osmerus mordax"
"Osteomugil engeli","Osteomugil engeli"
"Ostichthys japonicus","Ostichthys japonicus"
"Ostichthys kaianus","Ostichthys kaianus"
"Ostorhinchus angustatus","Ostorhinchus angustatus"
"Ostorhinchus apogonoides","Ostorhinchus apogonoides"
"Ostorhinchus aureus","Ostorhinchus aureus"
"Ostorhinchus capricornis","Ostorhinchus capricornis"
"Ostorhinchus cavitensis","Ostorhinchus cavitensis"
"Ostorhinchus chrysopomus","Ostorhinchus chrysopomus"
"Ostorhinchus chrysotaenia","Ostorhinchus chrysotaenia"
"Ostorhinchus compressus","Ostorhinchus compressus"
"Ostorhinchus cookii","Ostorhinchus cookii"
"Ostorhinchus cyanosoma","Ostorhinchus cyanosoma"
"Ostorhinchus dispar","Ostorhinchus dispar"
"Ostorhinchus doederleini","Ostorhinchus doederleini"
"Ostorhinchus endekataenia","Ostorhinchus endekataenia"
"Ostorhinchus fasciatus","Ostorhinchus fasciatus"
"Ostorhinchus flavus","Ostorhinchus flavus"
"Ostorhinchus fleurieu","Ostorhinchus fleurieu"
"Ostorhinchus hartzfeldii","Ostorhinchus hartzfeldii"
"Ostorhinchus holotaenia","Ostorhinchus holotaenia"
"Ostorhinchus jenkinsi","Ostorhinchus jenkinsi"
"Ostorhinchus kiensis","Ostorhinchus kiensis"
"Ostorhinchus limenus","Ostorhinchus limenus"
"Ostorhinchus luteus","Ostorhinchus luteus"
"Ostorhinchus monospilus","Ostorhinchus monospilus"
"Ostorhinchus multilineatus","Ostorhinchus multilineatus"
"Ostorhinchus nanus","Ostorhinchus nanus"
"Ostorhinchus neotes","Ostorhinchus neotes"
"Ostorhinchus nigrofasciatus","Ostorhinchus nigrofasciatus"
"Ostorhinchus norfolcensis","Ostorhinchus norfolcensis"
"Ostorhinchus notatus","Ostorhinchus notatus"
"Ostorhinchus novemfasciatus","Ostorhinchus novemfasciatus"
"Ostorhinchus pallidofasciatus","Ostorhinchus pallidofasciatus"
"Ostorhinchus parvulus","Ostorhinchus parvulus"
"Ostorhinchus properuptus","Ostorhinchus properuptus"
"Ostorhinchus rubrimacula","Ostorhinchus rubrimacula"
"Ostorhinchus rueppellii","Ostorhinchus rueppellii"
"Ostorhinchus schlegeli","Ostorhinchus schlegeli"
"Ostorhinchus sealei","Ostorhinchus sealei"
"Ostorhinchus semilineatus","Ostorhinchus semilineatus"
"Ostorhinchus septemstriatus","Ostorhinchus septemstriatus"
"Ostorhinchus taeniophorus","Ostorhinchus taeniophorus"
"Ostorhinchus urostigmus","Ostorhinchus urostigmus"
"Ostorhinchus victoriae","Ostorhinchus victoriae"
"Ostorhinchus wassinki","Ostorhinchus wassinki"
"Ostracion cubicus","Ostracion cubicum"
"Ostracion cyanurus","Ostracion cyanurus"
"Ostracion immaculatus","Ostracion immaculatum"
"Ostracion meleagris","Ostracion meleagris"
"Ostracion rhinorhynchos","Ostracion rhinorhynchos"
"Ostracion solorensis","Ostracion solorense"
"Ostracion whitleyi","Ostracion whitleyi"
"Othos dentex","Othos dentex"
"Otolithes ruber","Otolithes ruber"
"Otolithoides biauritus","Otolithoides biauritus"
"Oxycercichthys veliferus","Oxycercichthys veliferus"
"Oxycheilinus arenatus","Oxycheilinus arenatus"
"Oxycheilinus bimaculatus","Oxycheilinus bimaculatus"
"Oxycheilinus celebicus","Oxycheilinus celebicus"
"Oxycheilinus digramma","Oxycheilinus digramma"
"Oxycheilinus lineatus","Oxycheilinus lineatus"
"Oxycheilinus mentalis","Oxycheilinus mentalis"
"Oxycheilinus orientalis","Oxycheilinus orientalis"
"Oxycheilinus unifasciatus","Oxycheilinus unifasciatus"
"Oxycirrhites typus","Oxycirrhites typus"
"Oxyeleotris marmorata","Oxyeleotris marmorata"
"Oxyjulis californica","Oxyjulis californica"
"Oxylebius pictus","Oxylebius pictus"
"Oxymonacanthus longirostris","Oxymonacanthus longirostris"
"Oxyurichthys papuensis","Oxyurichthys papuensis"
"Oxyurichthys stigmalophius","Oxyurichthys stigmalophius"
"Pachymetopon aeneum","Pachymetopon aeneum"
"Pachymetopon blochii","Pachymetopon blochii"
"Pachymetopon grande","Pachymetopon grande"
"Pagellus acarne","Pagellus acarne"
"Pagellus bellottii","Pagellus bellottii"
"Pagellus bogaraveo","Pagellus bogaraveo"
"Pagellus erythrinus","Pagellus erythrinus"
"Pagothenia borchgrevinki","Pagothenia borchgrevinki"
